lambda_gram,embedding
traje,0101001001000010
varios,0101001101100111
admirar,0000000100110111
cualquiera,0001001110010000
estafador,0010000110010101
acercar,0000000010000010
manifestar,0011001100110101
excelente,0010001001010011
sastre,0100011110011001
coser,0001001101000010
magnífico,0011001010010110
ligero,0011000101100100
fino,0010001101111000
parecer,0011100001110110
invisible,0010100101111000
solo,0100100100110000
ignorante,0010100000011000
emocionado,0001100100000100
permitir,0100000000100011
funcionario,0010010001010110
apto,0000010000000100
cargo,0000100100000110
ocupar,0011011100010110
ordenar,0011011101110101
supuesto,0101000000010110
inmediato,0010100100011000
pagándoles,0011100000110001
sumar,0100100110010101
dinero,0001011100110110
ministro,0011010001111001
cuánto,0001010001000011
progresado,0100001010010000
hombre,0010011101000111
tijera,0101000101010001
aire,0000001000010000
telar,0101000010010000
silencio,0100100001111000
temor,0101000100000110
usted,0101001100110001
callado,0000100000100100
acaso,0000000001101001
maravilloso,0011001101100001
claro,0001000001100001
veo,0101010000010011
tela,0101000010001001
así,0000010100000111
comunicar,0001000110000010
bolsillo,0000011100000100
gastar,0010010010010100
trozo,0101001010010110
hilo,0010011100110001
continuar,0001001001110101
máquina,0011010110010001
vacío,0101001101000110
confianza,0001001000001001
observar,0011011100000101
informar,0010100100000000
fecha,0010001100111000
entrego,0010000000111001
granjar,0010010101011000
alboroto,0000001000101001
polluelos,0100000101100100
patar,0011100100100111
cascarón,0000100100110010
adorabl,0000000101000010
patito,0011100100110010
notar,0011011001110111
huevo,0010011101111001
permanecer,0100000000100000
intacto,0010100101000101
poco,0100000101000101
hora,0010011101010100
polluelo,0100000101100011
granjo,0010010101100000
expectativa,0010001001110000
conocer,0001001000100100
tardar,0101000001101001
alegre,0000001001000001
sorprendido,0100100101010110
amarillo,0000001010010010
cubierto,0001001110010101
suave,0100100101100111
pluma,0100000100110010
gris,0010010101110000
esperado,0010000101100101
graznido,0010010101100101
cada,0000100000000111
sonar,0100100100111001
corneta,0001001100100000
nadie,0011011000010010
triste,0101001010000000
escapar,0010000010001001
granja,0010010101010111
buscar,0000011101110100
recorrer,0100010100010111
profundidad,0100001010000111
puntir,0100001101100000
vencido,0101001110001001
humilde,0010011110000111
anciana,0000001100010111
gallín,0010010010000001
contento,0001001001100111
casi,0000100100110011
afortunadamente,0000000101100010
campesino,0000100001011000
llevar,0011001000000101
esposa,0010000110000010
aterrado,0000010100110001
gritar,0010010101110010
brincar,0000011100110100
nuevamente,0011011010000101
estancar,0010000110010111
pantanoso,0011100001100010
finalmente,0010001101110101
primavera,0100001001010100
cisn,0001000001010100
nadar,0011011000010001
estanque,0010000110011000
acercársel,0000000010000101
recordar,0100010100010110
cómo,0001010001010100
agachar,0000000101101000
cabeza,0000011110010100
avergonzado,0000010110000001
miró,0011010010010001
reflejo,0100010100110110
agua,0000000110010000
asombrado,0000010010010000
sino,0100100010010100
apuesto,0000010000000101
cisne,0001000001010101
ahora,0000001000000010
diferente,0001011100100000
hermana,0010011010011001
nadó,0011011000010100
parejo,0011100010000110
tener,0101000100100001
bebé,0000011001100010
deseo,0001011000101001
trasero,0101001001100000
espléndido,0010000101111001
planta,0100000100010101
suculento,0100100101111001
fruta,0010010001000010
rodeado,0100011010010011
muro,0011010101111001
atrevir,0000010101010110
pertenecer,0100000000110011
bruja,0000011101000011
malvado,0011001100010111
asomar,0000010010001001
huerto,0010011101110110
espinaca,0010000101110110
fresca,0010010000110000
verde,0101010000100001
anhelo,0000001100110000
probarlas,0100001001110010
enfermar,0001100101110001
gravemente,0010010101100100
preocupado,0100001000100101
salud,0100011101110101
espós,0010000110001000
riesgo,0100011001110011
manera,0011001100110001
trepó,0101001001110010
separar,0100100001000011
rápidamente,0100011100110010
desenterrar,0001011000100110
puñado,0100001101100111
inmediatamente,0010100100010111
ensalado,0010000000000111
deleitar,0001010100101000
deliciosa,0001010100111000
complacer,0001000101100000
disponer,0001011101110000
trepar,0101001001110001
desenterrado,0001011000100101
horror,0010011101100101
parado,0011100001110011
atrever,0000010101010011
ladrón,0011000010000111
llevarte,0011001000000111
juro,0011000001100001
pagarás,0011100000101000
tono,0101000110010011
amenazante,0000001010011000
disculpa,0001011101010001
voz,0101010100000011
temblorós,0101000100000000
necesidad,0011011000100111
embarazado,0001100010011000
apoderar,0000001110000001
enferma,0001100101110000
tontín,0101000110011000
despreciado,0001011001100000
burlado,0000011101100101
dejado,0001010100010011
lado,0011000010000011
ocasión,0011011100010001
cortar,0001001100110001
leña,0011000101000010
madre,0011001010000001
torta,0101001000011001
botello,0000011100100100
leche,0011000100011000
hambre,0010011001100101
sed,0100100000000111
hombrecillo,0010011101001000
saludar,0100011101110110
cortésmente,0001001100110101
dame,0001010001100001
sorbo,0100100101010001
hambriento,0010011001100110
sediento,0100100000001001
pastel,0011100100010010
plantado,0100000100010110
seguir,0100100000010010
talar,0101000001010011
árbol,0101010101001001
golpe,0010010100110100
equivocado,0010000001110010
lastimar,0011000100001000
brazo,0000011100101000
hacha,0010011001000111
pagar,0011100000100110
comportamiento,0001000101101001
continuación,0001001001110100
partir,0011100010011000
paso,0011100100001000
trocito,0101001010000100
desprecio,0001011001100001
quedo,0100001110010000
frondoso,0010010000110111
castigo,0000100101000010
hachazo,0010011001001000
golpear,0010010100110101
pierna,0100000001100110
momento,0011010100100100
déjamar,0001100001010100
daño,0001010001101001
déjalo,0001100001010011
entiend,0010000000100101
insistir,0010100100110010
anda,0000001100011001
aprenderás,0000001110010100
fuerza,0010010001010011
torto,0101001000100001
harín,0010011001110111
agrio,0000000110001001
tropezar,0101001010010100
trago,0101001000111000
niñito,0011011001010111
lucir,0011001001000110
capa,0000100010000100
color,0001000100010000
rojo,0100011010011000
usar,0101001100101001
menudo,0011010000110110
caperucita,0000100010000111
caperucito,0000100010001000
abuelito,0000000001010001
horneado,0010011101011000
galletica,0010010001110111
lleves,0011001000010000
llenar,0011000110010110
canasta,0000100001100010
recién,0100010010010111
horneada,0010011101010111
escúchame,0010000100110101
quédate,0100010000100011
nunca,0011011010001001
habl,0010011000111001
extraño,0010001010010110
abuelita,0000000001001000
atravesar,0000010101001000
largo,0011000100000100
espeso,0010000101110011
hola,0010011101000100
dónde,0001100001011000
diriges,0001011101000101
advertido,0000000101010010
elegante,0001100010000100
amigable,0000001100000001
educado,0001100001101000
voy,0101010100000010
abuelitir,0000000001010000
animar,0000001100110101
exclamar,0010001001011000
lejos,0011000100101000
oh,0011011100110100
final,0010001101110100
ahí,0000001000001000
abuelitadijo,0000000001001001
sonrisa,0100100101000100
acompañar,0000000010011000
felicidad,0010001100111001
celebración,0000100101100110
olvidar,0011011101010100
invitar,0010100110000010
resentido,0100011000010100
olvidado,0011011101010011
presentar,0100001000111000
entregar,0010000000111000
mejor,0011010000010011
cante,0000100010000000
dulce,0001100000111001
melodiós,0011010000011001
comporte,0001000101110001
gracia,0010010101000101
elegancio,0001100010000011
tercero,0101000100100111
bondadosa,0000011100010001
pacientedijo,0011100000011000
colmar,0001000100000100
turno,0101001100000110
cumplir,0001010000110001
dieciséis,0001011100010100
pinchar,0100000001110111
dedo,0001010100000100
aguja,0000000110010110
resentimiento,0100011000010101
reinado,0100010101100100
atónito,0000010101100010
suplicar,0101000000010100
disculpar,0001011101010010
haber,0010011000100100
invitado,0010100110000001
retractara,0100011001000110
dicho,0001011100010001
negar,0011011000110101
ambos,0000001010010101
propuesta,0100001100001000
faltar,0010001100010001
deshacer,0001011000110100
pronunciado,0100001100000010
curso,0001010000111001
evento,0010001000111000
princés,0100001001100001
morir,0011010101000111
pinche,0100000001111000
profundo,0100001010001000
cien,0001000000110011
venir,0101010000000011
mercader,0011010000110111
perdido,0011100110011001
viajar,0101010001000001
lugar,0011001001010000
regreso,0100010101100010
joya,0011000000110001
vestido,0101010000110100
considerar,0001001001000000
situación,0100100100000011
pétalo,0100001101111000
oscuro,0011011110011000
rato,0100010001010011
divisar,0001011110010010
castillo,0000100101000100
comedor,0001000100100110
mesa,0011010001001000
alimento,0000001001011001
servido,0100100001010010
habitación,0010011000110100
cama,0000100000110101
esponjós,0010000110000001
dueño,0001100000111000
sirvient,0100100100000000
perdonir,0100000000000011
libertad,0011000101010001
tomado,0101000110000111
detener,0001011001111001
arrancar,0000010001000100
rosas,0100011100010000
intención,0010100101001000
llevársela,0011001000010011
bella,0000011001100100
bestia,0000011001110101
aspecto,0000010010010100
seda,0100100000001000
saltar,0100011101110001
arbusto,0000010000100001
di,0001011010010110
comida,0001000101000001
camo,0000100001010100
robar,0100011010000110
rugir,0100011100011000
asustado,0000010100000011
prometer,0100001010010111
acuerdo,0000000100011000
desconsolar,0001011000001000
encuentro,0001100101100001
culpar,0001010000100101
sucedido,0100100101110101
pedidir,0011100101001000
responsable,0100011000110011
aceptar,0000000001111000
impresionar,0010100001010111
helar,0010011010001001
paja,0011100000110011
convocar,0001001100001001
encerrar,0001100101000110
aquí,0000010000010100
rueco,0100011100010110
carrete,0000100100011001
habilidad,0010011000110001
enano,0001100100101000
estrafalario,0010001000010000
suceder,0100100101110100
convierto,0001001100000110
encerrado,0001100101000101
lágrima,0011001001011001
cambio,0000100001000001
collar,0001000100000011
criatura,0001001101101000
hilos,0010011100110010
alegrar,0000001001000000
justo,0011000001100101
perder,0011100110011000
esperanza,0010000101100110
saltarín,0100011101110010
visible,0101010001101001
anillo,0000001100110001
tender,0101000100010111
empecer,0001100100010001
codicia,0001000010000000
comprobar,0001000101111001
cumplido,0001010000110000
órdenes,0101010101100001
leñador,0011000101000011
según,0100100000011000
cuenta,0001010000000110
desdicha,0001011000011000
costumbre,0001001101001001
quejar,0100001110010111
júpiter,0011000001101000
rayo,0100010001100111
mano,0011001100110110
exasperado,0010001001010010
darte,0001010001100101
dej,0001010100010001
quejartir,0100001110011000
espanto,0010000101001000
quiero,0100010000001001
miedo,0011010001100010
queja,0100001110010110
ayudarte,0000011000000000
olvid,0011011101010010
verás,0101010000110011
realizado,0100010001110100
fuerir,0010010001010000
desees,0001011000100000
elegir,0001100010000110
hacerte,0010011001000110
dichoso,0001011100010010
dejartir,0001010100011000
completamente,0001000101100100
depender,0001010101010100
reflexiona,0100010100110111
formular,0010010000000111
desaparecer,0001010110000001
loco,0011001000110001
cargar,0000100100000101
leño,0011000101000100
hombro,0010011101001001
ala,0000001000011000
alegría,0000001001000011
reflexionar,0100010100111000
caso,0000100100111001
importante,0010100001001001
consejo,0001001000111000
cabaña,0000011110010000
mujercita,0011010101101001
encender,0001100101000011
lumbre,0011001001010101
abundante,0000000001010101
rico,0100011001110000
oír,0011100000010001
marido,0011001101110000
cuidado,0001010000011001
impaciencia,0010100000110101
perjudicar,0100000000011000
procedar,0100001001110110
calma,0000100000100111
consultemo,0001001001010110
almohado,0000001001101000
consejera,0001001000110101
opino,0011011101101000
perdamo,0011100110010110
traer,0101001000110100
cenar,0000100101110111
beber,0000011001100000
calor,0000100000101001
apoyar,0000001110000101
respaldo,0100011000100101
sillo,0100100010000010
ajajá,0000001000010100
fuego,0010010001001000
falta,0010001100001001
vara,0101001101100101
salchichaber,0100011101011001
alcance,0000001000110001
apenas,0000001101100111
sorpresa,0100100101010111
salchicho,0100011101100000
lanzar,0011000010011000
grito,0010010101110011
aventura,0000010101111001
debido,0001010001110101
ridículo,0100011001110010
formulado,0010010000000110
enojó,0010000000000001
regañar,0100010101010100
perla,0100000000011001
diamant,0001011100000001
añadir,0000011000010000
necio,0011011000110010
ocurrido,0011011100011000
semejante,0100100000100111
cosa,0001001100110111
reconocer,0100010100010010
procurar,0100001001111001
enmendar,0001100110011000
necesario,0011011000100110
inteligencia,0010100101000110
medir,0011010000010000
disfrutar,0001011101100010
brís,0000011101010001
fresco,0010010000110001
tarde,0101000001110001
afuero,0000000101100111
bola,0000011100000001
dorado,0001100000010110
posesión,0100000110010101
preciado,0100001000000011
jugar,0011000001000100
arrojar,0000010001100010
vista,0101010001110111
rodar,0100011010010010
desconsoladamente,0001011000000110
rana,0100010000111001
enjugar,0001100110010111
lágrimas,0011001001100000
favorita,0010001100110100
fondo,0010001110011001
devolver,0001011010001000
intentar,0010100101010001
asegurar,0000010001110101
recuperar,0100010100100110
conceder,0001000110000111
explicar,0010001001110100
riqueza,0100011001111001
plato,0100000100100100
idea,0010100000000111
compartir,0001000101010001
rán,0100011100110001
desagradar,0001010101110111
muchísimo,0011010101100001
jamás,0011000000000100
sumergir,0100100110010111
recuperado,0100010100100101
esperándolo,0010000101110010
puerto,0100001101000100
venidir,0101010000000001
reclamar,0100010010011000
prometido,0100001010011000
amable,0000001010000101
enterar,0010000000100000
promesa,0100001010010011
enojado,0001100110011001
opción,0011011101100001
presencia,0100001000110110
huésped,0010100000000010
indeseable,0010100010000010
tirar,0101000101100001
piso,0100000010011000
proponer,0100001100000110
tratar,0101001001100011
beso,0000011001110100
desapareceré,0001010110000010
afuera,0000000101100110
hansel,0010011001101001
gretel,0010010101100110
descanso,0001010110010100
sustento,0101000000100101
suficiente,0100100110001000
pan,0011100001010001
mantequillar,0011001101000011
alimentar,0000001001011000
yo,0101010100010100
entrada,0010000000110000
acaudalado,0000000001110000
apiadar,0000001101110001
cómodo,0001010001010101
preocuparno,0100001000101000
permitire,0100000000100100
crees,0001001101011001
abandonar,0000000000100100
refutar,0100010101000011
incapaz,0010100001100100
escuchado,0010000100100001
conversación,0001001010010110
preocup,0100001000100011
tranquilo,0101001001001000
amanecer,0000001010001000
hijastro,0010011100100111
levántense,0011000100111000
flojo,0010001110010001
mercado,0011010000111000
almuerzo,0000001001110000
comar,0001000100100011
enseguida,0010000000001001
guardar,0010011000000000
delantal,0001010100100101
desmenuzar,0001011001000101
secreto,0100100000000011
miga,0011010001101000
espérenme,0010000110000110
madrastra,0011001001111000
abandonado,0000000000100011
molestia,0011010100100000
oscuridad,0011011110010111
pedazo,0011100101000110
zapatero,0101010100100110
diligencia,0001011100110000
zapato,0101010100100111
calidad,0000100000011000
ganar,0010010010000101
mantener,0011001101000001
cuero,0001010000010010
colocar,0001000100000111
pieza,0100000001101000
coserla,0001001101000011
sorprender,0100100101010101
tienda,0101000101000011
doble,0001011110010110
precio,0100001000000100
contárselo,0001001010010011
compraré,0001000101110110
entusiasmado,0010000001010010
relucient,0100010101110101
perfecto,0100000000010001
vendar,0101001110010010
cortado,0001001100110000
tiendo,0101000101000100
famoso,0010001100010110
escond,0010000100000101
esconder,0010000100000110
alrededor,0000001001110010
medianoche,0011010000000100
duende,0001100000110011
furtivamente,0010010001100011
rápido,0100011100110011
habilidoso,0010011000110010
duendecillo,0001100000110100
harapienta,0010011001110000
temblar,0101000010010111
genuín,0010010100010001
ninguno,0011011001010011
montón,0011010100110110
seguro,0100100000010110
descuber,0001011000010000
disgustar,0001011101100100
tormenta,0101001000000110
trueno,0101001010011001
relámpago,0100010101111000
desencadenar,0001011000100100
lluvia,0011001000100101
torrencial,0101001000010111
umbral,0101001100010110
viento,0101010001010101
causar,0000100101010001
estrago,0010001000010001
cabello,0000011110010010
harapo,0010011001110001
exijo,0010001001100101
hospedaje,0010011101100111
princesadecir,0100001001011000
airoso,0000001000010010
dudar,0001100000101001
título,0101001100010011
salón,0100011110000101
dormitorio,0001100000011001
quitar,0100010000010110
guisante,0010011000010100
colchón,0001000010010100
20,0000000000000100
encima,0001100101001000
veinte,0101001110000000
edredón,0001100001100101
señalar,0100100001010111
huéspedes,0010100000000011
puedes,0100001100111001
terriblemente,0101000100110101
conciliar,0001000110010100
cielo,0001000000110010
duro,0001100001000110
cuerpo,0001010000010011
moretón,0011010101000110
horrible,0010011101100011
verdadero,0101010000100000
sensible,0100100000110100
exhibido,0010001001100010
museo,0011010110000001
todavía,0101000110000010
llevado,0011001000000100
jack,0011000000000000
vaca,0101001101000010
flaco,0010001110000100
vaquito,0101001101100100
comprarer,0001000101110101
comido,0001000101000011
asegúratir,0000010001111001
bonachón,0000011100001001
amiguito,0000001100000100
vaquita,0101001101100011
prometo,0100001010011001
cuidar,0001010000100001
frijolito,0010010000110101
viejito,0101010001010011
abrazo,0000000001000000
frijol,0010010000110100
pudistar,0100001100110101
ventán,0101010000010010
descubrir,0001011000010100
brotado,0000011101000001
movido,0011010101011000
curiosidad,0001010000110111
v,0101001101000000
caballero,0000011110000111
gigante,0010010100010110
necesitas,0011011000110001
entreabierta,0010000000110100
ingresar,0010100100010000
anunciar,0000001101010000
topó,0101001000000010
señora,0100100001100000
noble,0011011001011001
vaso,0101001101110010
salido,0100011101101001
encantador,0001100100110010
césped,0001010001010001
allá,0000001001100011
hermosa,0010011100000101
estrella,0010001000010100
melocotonero,0011010000011000
estallar,0010000110010110
delicada,0001010100110101
flor,0010001110010011
otoño,0011100000000011
fruto,0010010001000100
pájaro,0100001101110000
posar,0100000110010011
cantaban,0000100001110100
dulzurar,0001100001000010
ausencio,0000010101101001
áspero,0101010101010000
jardíndijo,0011000000010010
letrero,0011000100110110
prohíbir,0100001010010010
castigado,0000100101000000
egoísta,0001100001110010
carretera,0000100100100000
polvoriento,0100000101101000
piedras,0100000001100010
oculto,0011011100010100
colorida,0001000100010011
pajarito,0011100000110110
florecer,0010001110010100
cartel,0000100100100100
meter,0011010001010000
